MATR_ALUNO,ANO,PERIODO,SITUACAO,MEDIA_FINAL,NUM_FALTAS,DISCIPLINA
260,2014,1,Aprovado,94,18,4
260,2014,1,Aprovado,60,4,5
261,2014,1,Aprovado,94,0,1
261,2014,1,Reprovado,30,8,2
261,2014,1,Reprovado por Frequencia,47,34,3
261,2014,1,Reprovado,22,16,4
261,2014,1,Reprovado,11,4,5
262,2014,2,Aprovado,93,14,1
262,2014,2,Aprovado,70,13,2
262,2014,2,Aprovado,74,18,3
262,2014,2,Aprovado,83,8,4
262,2014,2,Aprovado,71,6,5
263,2014,1,Aprovado,87,8,1
263,2014,1,Reprovado,53,8,2
263,2014,2,Aprovado,74,10,2
263,2014,1,Aprovado,75,2,3
263,2014,1,Aprovado,86,6,4
263,2014,1,Reprovado,44,0,5
263,2014,2,Aprovado,81,4,5
264,2014,1,Aprovado,90,6,1
264,2014,1,Aprovado,93,10,2
264,2014,1,Aprovado,86,2,3
264,2014,1,Aprovado,87,6,4
264,2014,1,Aprovado,60,2,5
265,2014,1,Aprovado,78,2,1
265,2014,1,Aprovado,83,6,2
265,2014,1,Aprovado,81,4,3
265,2014,1,Aprovado,67,2,4
265,2014,1,Aprovado,64,4,5
266,2014,1,Reprovado por Frequencia,0,28,1
266,2014,1,Reprovado por Frequencia,0,48,2
266,2014,2,Reprovado por Frequencia,0,38,2
266,2014,1,Reprovado por Frequencia,0,52,3
266,2014,1,Reprovado por Frequencia,0,57,4
266,2014,2,Reprovado por Frequencia,0,72,4
266,2014,1,Reprovado por Frequencia,0,32,5
266,2014,2,Reprovado,0,14,5
267,2014,1,Reprovado por Frequencia,0,40,1
267,2014,1,Reprovado por Frequencia,0,48,2
267,2014,1,Reprovado por Frequencia,0,68,3
267,2014,1,Reprovado por Frequencia,0,60,4
267,2014,1,Reprovado por Frequencia,0,38,5
268,2014,1,Aprovado,91,8,1
268,2014,1,Aprovado,93,8,2
268,2014,1,Aprovado,89,2,3
268,2014,1,Aprovado,100,18,4
268,2014,1,Aprovado,82,2,5
269,2014,1,Aprovado,90,8,1
269,2014,1,Aprovado,88,16,2
269,2014,1,Aprovado,75,6,3
269,2014,1,Aprovado,80,8,4
269,2014,1,Aprovado,60,9,5
270,2014,1,Aprovado,87,2,1
270,2014,1,Aprovado,87,2,2
270,2014,1,Aprovado,85,4,3
270,2014,1,Aprovado,89,8,4
270,2014,1,Aprovado,60,0,5
271,2014,1,Dispensado,-1,-1,1
271,2014,1,Dispensado,-1,-1,2
271,2014,1,Dispensado,-1,-1,3
271,2014,1,Aprovado,60,18,4
271,2014,1,Dispensado,-1,-1,5
272,2014,1,Aprovado,90,6,1
272,2014,1,Aprovado,76,6,2
272,2014,1,Aprovado,86,0,3
272,2014,1,Aprovado,64,8,4
272,2014,1,Reprovado,45,0,5
272,2015,1,Aprovado,60,0,5
273,2014,1,Aprovado,90,8,1
273,2014,1,Aprovado,95,0,2
273,2014,1,Aprovado,77,0,3
273,2014,1,Aprovado,100,4,4
273,2014,1,Aprovado,61,10,5
274,2014,1,Reprovado,24,18,1
274,2014,1,Reprovado por Frequencia,16,32,2
274,2014,1,Reprovado,17,14,3
274,2014,1,Reprovado por Frequencia,16,42,4
274,2014,1,Reprovado por Frequencia,17,22,5
275,2014,1,Dispensado,-1,-1,1
275,2014,1,Aprovado,90,14,2
275,2014,1,Dispensado,-1,-1,3
275,2014,1,Aprovado,98,8,4
275,2014,1,Dispensado,-1,-1,5
276,2014,1,Aprovado,76,2,1
276,2014,1,Aprovado,89,6,2
276,2014,1,Aprovado,98,2,3
276,2014,1,Aprovado,100,2,4
276,2014,1,Aprovado,62,2,5
277,2014,1,Reprovado por Frequencia,89,28,1
277,2014,2,Reprovado por Frequencia,74,38,1
277,2014,1,Reprovado por Frequencia,31,26,2
277,2014,2,Aprovado,66,16,2
277,2014,1,Reprovado,16,14,3
277,2014,2,Aprovado,63,16,3
277,2014,1,Reprovado por Frequencia,56,36,4
277,2014,1,Reprovado por Frequencia,15,22,5
277,2014,2,Reprovado,33,12,5
278,2015,1,Aprovado,97,6,1
278,2015,1,Aprovado,95,2,2
278,2015,1,Aprovado,100,6,3
278,2015,1,Aprovado,100,0,4
278,2015,1,Aprovado,78,0,5
279,2014,1,Aprovado,89,4,1
279,2014,1,Aprovado,96,2,2
279,2014,1,Aprovado,71,2,3
279,2014,1,Aprovado,78,8,4
279,2014,1,Reprovado,47,0,5
279,2014,2,Equivalencia curricular,-1,-1,5
280,2014,1,Aprovado,65,14,1
280,2014,1,Reprovado por Frequencia,16,28,2
280,2014,2,Reprovado por Frequencia,0,32,2
280,2015,1,Reprovado por Frequencia,0,72,2
280,2014,1,Reprovado,28,8,3
280,2015,1,Reprovado por Frequencia,0,42,3
280,2014,1,Reprovado por Frequencia,13,48,4
280,2014,2,Aprovado,60,18,4
280,2014,1,Reprovado por Frequencia,7,24,5
280,2014,2,Aprovado,61,12,5
281,2014,1,Reprovado por Frequencia,0,40,1
281,2015,2,Dispensado,-1,-1,1
281,2014,1,Aprovado,67,6,2
281,2014,1,Aprovado,73,18,3
281,2014,1,Reprovado por Frequencia,28,32,4
281,2014,1,Reprovado,28,4,5
282,2014,1,Aprovado,87,10,1
282,2014,1,Reprovado,59,6,2
282,2014,1,Aprovado,62,2,3
282,2014,1,Reprovado,25,10,4
282,2014,2,Reprovado por Frequencia,29,36,4
282,2014,1,Reprovado,8,4,5
282,2014,2,Reprovado,6,18,5
283,2014,1,Aprovado,86,6,1
283,2014,1,Reprovado,6,6,2
283,2014,2,Reprovado,12,10,2
283,2016,1,Aprovado,66,4,2
283,2014,1,Reprovado,45,4,3
283,2014,2,Reprovado,39,18,3
283,2015,2,Aprovado,69,2,3
283,2014,1,Reprovado por Frequencia,20,20,4
283,2015,2,Aprovado,67,6,4
283,2014,1,Reprovado,41,10,5
283,2014,2,Aprovado,65,6,5
284,2014,1,Aprovado,70,3,1
284,2014,1,Reprovado,14,8,2
284,2014,2,Reprovado por Frequencia,3,20,2
284,2014,1,Aprovado,60,6,3
284,2014,1,Reprovado por Frequencia,12,22,4
284,2014,1,Reprovado,21,2,5
284,2014,2,Aprovado,61,6,5
285,2014,1,Aprovado,70,12,1
285,2014,1,Reprovado por Frequencia,0,34,2
285,2014,1,Reprovado,30,6,3
285,2014,2,Reprovado por Frequencia,51,30,3
285,2014,1,Reprovado por Frequencia,7,32,4
285,2014,2,Reprovado por Frequencia,0,50,4
285,2014,1,Reprovado por Frequencia,0,26,5
285,2014,2,Reprovado,10,6,5
286,2014,1,Aprovado,79,4,1
286,2014,1,Reprovado,14,6,2
286,2014,2,Reprovado por Frequencia,0,41,2
286,2014,1,Aprovado,65,2,3
286,2014,1,Reprovado por Frequencia,17,20,4
286,2014,1,Reprovado,14,6,5
286,2014,2,Reprovado,6,14,5
287,2014,1,Aprovado,82,2,1
287,2014,1,Reprovado,11,6,2
287,2014,2,Reprovado,20,11,2
287,2015,1,Aprovado,75,4,2
287,2014,1,Reprovado,47,2,3
287,2014,2,Reprovado,53,16,3
287,2017,1,Equivalencia curricular,-1,-1,3
287,2014,1,Reprovado,24,16,4
287,2014,2,Aprovado,81,12,4
287,2014,1,Reprovado,24,8,5
287,2014,2,Aprovado,77,8,5
288,2014,1,Aprovado,79,0,1
288,2014,1,Reprovado,16,4,2
288,2014,2,Reprovado,41,2,2
288,2016,1,Aprovado,88,4,2
288,2014,1,Aprovado,72,0,3
288,2014,1,Reprovado,19,8,4
288,2016,1,Aprovado,72,0,4
288,2014,1,Reprovado,8,0,5
288,2014,2,Aprovado,71,0,5
289,2014,1,Aprovado,70,4,1
289,2014,1,Reprovado,27,2,2
289,2016,2,Aprovado,60,2,2
289,2014,1,Aprovado,78,0,3
289,2014,1,Reprovado,14,6,4
289,2015,2,Reprovado,32,2,4
289,2016,2,Aprovado,60,2,4
289,2014,1,Reprovado,7,0,5
289,2014,2,Aprovado,62,2,5
290,2014,1,Aprovado,90,0,1
290,2014,1,Aprovado,78,0,2
290,2014,1,Aprovado,94,2,3
290,2014,1,Aprovado,63,0,4
290,2014,1,Reprovado,27,0,5
290,2014,2,Aprovado,93,0,5
291,2014,1,Aprovado,73,2,1
291,2014,1,Aprovado,61,2,2
291,2014,1,Aprovado,63,0,3
291,2014,1,Reprovado,30,4,4
291,2016,2,Aprovado,66,2,4
291,2014,1,Reprovado,35,0,5
291,2014,2,Aprovado,74,0,5
292,2014,1,Aprovado,70,12,1
292,2014,1,Reprovado,28,2,2
292,2014,2,Reprovado,18,15,2
292,2016,2,Reprovado por Frequencia,14,19,2
292,2017,2,Reprovado por Frequencia,0,62,2
292,2014,1,Reprovado,57,2,3
292,2016,1,Reprovado,44,12,3
292,2014,1,Reprovado,26,18,4
292,2014,1,Reprovado,20,4,5
292,2014,2,Aprovado,61,12,5
293,2014,1,Aprovado,87,0,1
293,2014,1,Reprovado,39,2,2
293,2014,2,Aprovado,80,2,2
293,2014,1,Aprovado,90,0,3
293,2014,1,Reprovado,37,8,4
293,2014,2,Aprovado,77,0,4
293,2014,1,Reprovado,9,0,5
293,2014,2,Aprovado,83,0,5
294,2014,1,Aprovado,88,6,1
294,2014,1,Aprovado,96,4,2
294,2014,1,Aprovado,89,4,3
294,2014,1,Aprovado,100,8,4
294,2014,1,Aprovado,76,2,5
295,2014,1,Aprovado,84,8,1
295,2014,1,Reprovado,13,14,2
295,2014,2,Reprovado,4,12,2
295,2016,1,Reprovado,8,8,2
295,2014,1,Reprovado,57,8,3
295,2014,2,Reprovado,53,10,3
295,2016,1,Aprovado,60,8,3
295,2014,1,Reprovado,12,2,4
295,2014,2,Reprovado,8,18,4
295,2016,1,Reprovado,10,4,4
295,2017,1,Reprovado por Frequencia,7,32,4
295,2014,1,Reprovado,7,4,5
295,2014,2,Aprovado,60,6,5
296,2014,1,Aprovado,84,9,1
296,2014,1,Reprovado por Frequencia,29,22,2
296,2014,2,Aprovado,63,15,2
296,2014,1,Aprovado,61,6,3
296,2014,1,Reprovado,24,12,4
296,2014,2,Aprovado,79,6,4
296,2014,1,Reprovado,23,6,5
296,2014,2,Aprovado,88,2,5
297,2014,1,Aprovado,77,0,1
297,2014,1,Aprovado,82,2,2
297,2014,1,Aprovado,67,2,3
297,2014,1,Aprovado,81,6,4
297,2014,1,Aprovado,60,0,5
298,2014,1,Aprovado,83,8,1
298,2014,1,Reprovado,27,18,2
298,2014,2,Reprovado,38,14,2
298,2015,1,Equivalencia curricular,-1,-1,2
298,2014,1,Reprovado,56,6,3
298,2014,2,Reprovado,55,18,3
298,2014,1,Reprovado,13,10,4
298,2014,2,Aprovado,62,18,4
298,2014,1,Reprovado,20,4,5
298,2014,2,Aprovado,60,10,5
299,2014,1,Aprovado,71,2,1
299,2014,1,Reprovado,22,10,2
299,2014,2,Reprovado por Frequencia,3,25,2
299,2016,1,Aprovado,77,7,2
299,2014,1,Aprovado,65,4,3
299,2014,1,Reprovado por Frequencia,20,22,4
299,2014,2,Reprovado,41,16,4
299,2016,1,Aprovado,60,10,4
299,2014,1,Reprovado,17,10,5
299,2014,2,Reprovado,20,10,5
299,2016,2,Aprovado,60,2,5
300,2014,1,Reprovado,20,18,1
300,2014,2,Reprovado por Frequencia,25,42,1
300,2014,1,Reprovado,0,14,2
300,2014,2,Reprovado por Frequencia,0,36,2
300,2014,1,Reprovado,31,10,3
300,2014,1,Reprovado,8,16,4
300,2014,1,Reprovado,0,10,5
300,2014,2,Reprovado,0,12,5
301,2014,1,Reprovado por Frequencia,34,26,1
301,2014,2,Reprovado por Frequencia,40,20,1
301,2015,1,Aprovado,94,17,1
301,2014,1,Reprovado por Frequencia,10,34,2
301,2016,1,Reprovado por Frequencia,1,30,2
301,2017,1,Reprovado por Frequencia,2,38,2
301,2014,1,Reprovado,13,4,3
301,2015,1,Aprovado,80,4,3
301,2014,1,Reprovado por Frequencia,6,36,4
301,2014,2,Reprovado por Frequencia,5,22,4
301,2016,1,Reprovado,23,14,4
301,2014,1,Reprovado,1,16,5
301,2014,2,Reprovado,20,10,5
301,2016,2,Reprovado por Frequencia,0,34,5
302,2014,1,Aprovado,89,10,1
302,2014,1,Reprovado,17,16,2
302,2014,2,Reprovado por Frequencia,0,52,2
302,2014,1,Aprovado,60,4,3
302,2014,1,Reprovado por Frequencia,13,22,4
302,2014,2,Reprovado por Frequencia,1,58,4
302,2014,1,Reprovado,15,10,5
302,2014,2,Reprovado,11,14,5
303,2014,1,Aprovado,88,2,1
303,2014,1,Reprovado,46,0,2
303,2014,2,Reprovado por Frequencia,0,24,2
303,2015,1,Reprovado por Frequencia,0,60,2
303,2016,1,Reprovado,56,8,2
303,2016,2,Aprovado,85,6,2
303,2014,1,Aprovado,73,6,3
303,2014,1,Reprovado,17,12,4
303,2014,2,Aprovado,67,18,4
303,2014,1,Reprovado,35,2,5
303,2014,2,Aprovado,61,10,5
304,2014,1,Aprovado,91,6,1
304,2014,1,Reprovado,55,4,2
304,2014,2,Reprovado,15,10,2
304,2015,1,Reprovado,27,10,2
304,2014,1,Aprovado,72,2,3
304,2014,1,Reprovado,50,2,4
304,2015,2,Reprovado,36,8,4
304,2016,1,Reprovado por Frequencia,22,22,4
304,2014,1,Reprovado,33,0,5
304,2014,2,Aprovado,68,4,5
305,2014,1,Aprovado,77,16,1
305,2014,1,Reprovado por Frequencia,6,30,2
305,2014,2,Reprovado por Frequencia,0,28,2
305,2014,1,Aprovado,80,0,3
305,2014,1,Reprovado por Frequencia,14,38,4
305,2014,2,Trancamento parcial,-1,-1,4
305,2014,1,Reprovado por Frequencia,6,20,5
305,2014,2,Reprovado,37,10,5
306,2014,1,Reprovado,22,10,1
306,2014,2,Reprovado por Frequencia,25,40,1
306,2014,1,Reprovado,14,16,2
306,2014,1,Reprovado,21,9,3
306,2014,1,Reprovado,11,18,4
306,2014,1,Reprovado,9,16,5
306,2014,2,Reprovado,0,14,5
307,2014,1,Aprovado,91,8,1
307,2014,1,Aprovado,81,4,2
307,2014,1,Aprovado,81,2,3
307,2014,1,Aprovado,80,2,4
307,2014,1,Reprovado,41,2,5
307,2014,2,Aprovado,77,0,5
308,2014,1,Aprovado,88,2,1
308,2014,1,Aprovado,89,0,2
308,2014,1,Aprovado,81,0,3
308,2014,1,Aprovado,79,4,4
308,2014,1,Reprovado,55,0,5
308,2014,2,Aprovado,89,4,5
309,2014,1,Aprovado,75,4,1
309,2014,1,Aprovado,61,8,2
309,2014,1,Aprovado,73,2,3
309,2014,1,Aprovado,60,14,4
309,2014,1,Reprovado,56,8,5
309,2014,2,Aprovado,80,6,5
310,2014,1,Aprovado,62,14,1
310,2014,1,Reprovado por Frequencia,11,22,2
310,2014,2,Reprovado por Frequencia,15,25,2
310,2016,1,Reprovado,54,5,2
310,2016,2,Reprovado,49,10,2
310,2017,1,Aprovado,62,10,2
310,2014,1,Reprovado,54,4,3
310,2015,2,Aprovado,87,2,3
310,2014,1,Reprovado por Frequencia,19,26,4
310,2014,2,Reprovado,17,12,4
310,2016,1,Reprovado,47,10,4
310,2017,1,Reprovado,7,0,4
310,2014,1,Reprovado,13,16,5
310,2014,2,Aprovado,60,6,5
311,2014,1,Aprovado,88,10,1
311,2014,1,Reprovado,21,14,2
311,2014,2,Reprovado,18,18,2
311,2016,1,Reprovado,48,16,2
311,2017,2,Trancamento parcial,-1,-1,2
311,2014,2,Dispensado,-1,-1,3
311,2014,1,Reprovado por Frequencia,21,26,4
311,2016,1,Reprovado por Frequencia,8,30,4
311,2014,1,Dispensado,-1,-1,5
312,2014,1,Reprovado por Frequencia,0,46,2
312,2014,1,Reprovado por Frequencia,0,42,3
312,2014,1,Reprovado por Frequencia,1,68,4
312,2014,1,Reprovado por Frequencia,0,30,5
313,2014,1,Reprovado,22,6,1
313,2014,1,Reprovado por Frequencia,27,42,4
313,2014,1,Reprovado por Frequencia,13,20,5
314,2014,1,Dispensado,-1,-1,1
314,2014,1,Dispensado,-1,-1,2
314,2014,1,Reprovado por Frequencia,1,58,4
314,2014,1,Reprovado por Frequencia,0,24,5
315,2014,1,Aprovado,83,12,1
315,2014,1,Dispensado,-1,-1,2
315,2014,1,Dispensado,-1,-1,3
315,2014,1,Reprovado,25,12,4
315,2014,1,Reprovado,30,12,5
315,2014,2,Reprovado,40,14,5
316,2014,1,Aprovado,91,2,1
316,2014,1,Aprovado,94,0,2
316,2014,1,Aprovado,93,2,3
316,2014,1,Aprovado,94,0,4
316,2014,1,Aprovado,73,4,5
317,2014,1,Aprovado,83,10,1
317,2014,1,Reprovado,9,14,2
317,2014,2,Reprovado,15,11,2
317,2015,1,Reprovado,20,9,2
317,2016,1,Reprovado por Frequencia,5,24,2
317,2017,1,Reprovado por Frequencia,0,52,2
317,2014,1,Aprovado,62,2,3
317,2014,1,Reprovado por Frequencia,8,22,4
317,2014,2,Reprovado,35,10,4
317,2016,1,Reprovado por Frequencia,2,26,4
317,2017,1,Reprovado,0,2,4
317,2014,1,Reprovado,0,10,5
317,2014,2,Aprovado,66,8,5
318,2014,1,Dispensado,-1,-1,1
318,2014,1,Dispensado,-1,-1,2
318,2014,1,Dispensado,-1,-1,4
318,2014,1,Dispensado,-1,-1,5
319,2014,1,Dispensado,-1,-1,1
319,2014,1,Dispensado,-1,-1,2
319,2014,1,Reprovado por Frequencia,0,51,3
319,2014,1,Dispensado,-1,-1,4
319,2014,1,Dispensado,-1,-1,5
320,2014,1,Reprovado por Frequencia,0,40,1
320,2014,1,Reprovado por Frequencia,0,50,2
320,2014,1,Reprovado,0,0,3
320,2014,1,Reprovado por Frequencia,3,22,4
320,2014,1,Reprovado por Frequencia,0,28,5
321,2017,1,Reprovado,10,0,4
322,2017,1,Aprovado,62,4,1
322,2014,2,Dispensado,-1,-1,2
322,2016,2,Aprovado,60,4,3
322,2014,2,Reprovado,0,18,4
322,2014,2,Reprovado por Frequencia,0,30,5
322,2016,2,Aprovado,63,2,5
323,2014,2,Aprovado,75,2,1
323,2014,2,Aprovado,73,0,2
323,2014,2,Aprovado,80,0,4
323,2014,2,Aprovado,67,0,5
324,2014,2,Aprovado,94,2,1
324,2014,2,Aprovado,91,0,2
324,2014,2,Aprovado,96,0,3
324,2014,2,Aprovado,100,6,4
324,2014,2,Aprovado,81,0,5
325,2015,1,Aprovado,68,10,1
325,2014,2,Dispensado,-1,-1,2
325,2014,2,Dispensado,-1,-1,3
325,2014,2,Aprovado,62,10,4
325,2014,2,Reprovado,26,6,5
325,2015,2,Reprovado,29,8,5
326,2014,2,Dispensado,-1,-1,1
326,2014,2,Dispensado,-1,-1,2
326,2014,2,Dispensado,-1,-1,3
326,2014,2,Reprovado por Frequencia,0,72,4
326,2014,2,Reprovado por Frequencia,0,32,5
327,2014,2,Aprovado,82,2,1
327,2014,2,Reprovado,59,0,2
327,2015,1,Reprovado por Frequencia,0,60,2
327,2014,2,Aprovado,60,0,3
327,2014,2,Aprovado,60,2,4
327,2014,2,Reprovado,26,2,5
328,2014,2,Aprovado,94,4,1
328,2014,2,Aprovado,71,0,2
328,2015,1,Dispensado,-1,-1,3
328,2014,2,Aprovado,82,2,4
328,2014,2,Reprovado,27,2,5
328,2015,2,Aprovado,63,0,5
329,2014,2,Dispensado,-1,-1,2
329,2014,2,Dispensado,-1,-1,3
329,2014,2,Reprovado por Frequencia,16,26,4
329,2014,2,Dispensado,-1,-1,5
330,2014,2,Aprovado,75,2,1
330,2014,2,Dispensado,-1,-1,2
330,2014,2,Dispensado,-1,-1,3
330,2014,2,Reprovado,22,2,4
330,2016,1,Aprovado,61,0,4
330,2014,2,Dispensado,-1,-1,5
331,2014,2,Aprovado,80,8,1
331,2014,2,Dispensado,-1,-1,2
331,2014,2,Aprovado,72,6,3
331,2014,2,Aprovado,69,6,4
331,2014,2,Reprovado,30,0,5
331,2015,1,Aprovado,68,0,5
332,2014,2,Reprovado por Frequencia,25,36,1
332,2014,2,Dispensado,-1,-1,2
332,2014,2,Aprovado,62,14,3
332,2014,2,Aprovado,65,10,4
332,2014,2,Reprovado,22,4,5
332,2016,2,Reprovado,20,14,5
333,2014,2,Aprovado,65,8,1
333,2014,2,Dispensado,-1,-1,2
333,2014,2,Dispensado,-1,-1,3
333,2014,2,Reprovado,26,8,4
333,2016,1,Reprovado por Frequencia,15,22,4
333,2017,1,Reprovado,39,12,4
333,2014,2,Dispensado,-1,-1,5
334,2014,2,Reprovado,40,14,1
334,2015,1,Reprovado por Frequencia,53,42,1
334,2015,2,Reprovado por Frequencia,0,50,1
334,2014,2,Reprovado,0,16,2
334,2014,2,Reprovado,48,10,3
334,2015,1,Reprovado por Frequencia,0,28,3
334,2015,2,Reprovado,21,2,3
334,2014,2,Reprovado por Frequencia,0,34,4
334,2014,2,Reprovado,0,10,5
335,2014,2,Aprovado,92,10,1
335,2014,2,Aprovado,82,2,2
335,2014,2,Aprovado,82,0,3
335,2014,2,Aprovado,76,4,4
335,2014,2,Aprovado,61,4,5
336,2014,2,Aprovado,70,12,1
336,2014,2,Aprovado,77,2,2
336,2014,2,Aprovado,72,6,3
336,2014,2,Aprovado,78,10,4
336,2014,2,Reprovado,35,12,5
336,2015,2,Aprovado,68,0,5
337,2014,2,Aprovado,79,10,1
337,2014,2,Aprovado,74,0,2
337,2014,2,Aprovado,75,0,3
337,2014,2,Aprovado,80,0,4
337,2014,2,Reprovado,48,2,5
337,2015,1,Aprovado,72,0,5
338,2014,2,Aprovado,86,10,1
338,2014,2,Reprovado,7,10,2
338,2016,1,Reprovado,49,4,2
338,2016,2,Reprovado,39,6,2
338,2017,1,Reprovado,47,6,2
338,2014,2,Aprovado,73,4,3
338,2014,2,Reprovado,10,14,4
338,2015,1,Reprovado,33,18,4
338,2016,1,Reprovado,23,2,4
338,2017,1,Reprovado,16,2,4
338,2014,2,Reprovado,18,8,5
338,2016,1,Reprovado,44,6,5
338,2016,2,Reprovado,12,8,5
339,2014,2,Aprovado,93,9,1
339,2014,2,Reprovado,15,4,2
339,2015,2,Reprovado,30,4,2
339,2016,2,Reprovado,9,14,2
339,2014,2,Reprovado,54,8,3
339,2015,1,Aprovado,65,10,3
339,2014,2,Reprovado,12,10,4
339,2015,2,Reprovado,11,14,4
339,2014,2,Reprovado,13,10,5
339,2015,1,Equivalencia curricular,-1,-1,5
340,2014,2,Aprovado,63,8,1
340,2014,2,Aprovado,91,8,2
340,2014,2,Aprovado,75,6,3
340,2014,2,Aprovado,91,6,4
340,2014,2,Reprovado,38,4,5
341,2014,2,Aprovado,86,6,1
341,2014,2,Reprovado,17,6,2
341,2015,1,Reprovado por Frequencia,14,34,2
341,2014,2,Reprovado,28,4,3
341,2015,1,Aprovado,70,16,3
341,2014,2,Reprovado,49,8,4
341,2014,2,Reprovado,26,8,5
342,2014,2,Aprovado,74,5,1
342,2014,2,Aprovado,82,2,2
342,2014,2,Aprovado,71,2,3
342,2014,2,Aprovado,79,2,4
342,2014,2,Aprovado,66,2,5
343,2014,2,Aprovado,98,8,1
343,2014,2,Reprovado,17,2,2
343,2015,1,Reprovado,38,2,2
343,2015,2,Aprovado,64,2,2
343,2014,2,Aprovado,71,6,3
343,2014,2,Aprovado,73,0,4
343,2014,2,Reprovado,26,2,5
343,2015,1,Aprovado,67,0,5
344,2014,2,Aprovado,64,6,1
344,2014,2,Reprovado,33,2,2
344,2015,1,Aprovado,60,6,2
344,2014,2,Aprovado,68,2,3
344,2014,2,Reprovado,48,2,4
344,2014,2,Reprovado,24,6,5
344,2015,2,Aprovado,62,0,5
345,2014,2,Reprovado,44,12,1
345,2015,1,Aprovado,73,16,1
345,2014,2,Reprovado,16,14,2
345,2015,1,Reprovado por Frequencia,49,20,2
345,2015,2,Aprovado,62,4,2
345,2014,2,Aprovado,67,16,3
345,2014,2,Reprovado por Frequencia,24,32,4
345,2014,2,Reprovado,11,18,5
345,2016,2,Reprovado por Frequencia,0,36,5
346,2014,2,Reprovado por Frequencia,25,40,1
346,2015,2,Reprovado por Frequencia,33,26,1
346,2016,2,Reprovado,21,2,1
346,2017,1,Aprovado,62,7,1
346,2016,1,Equivalencia curricular,-1,-1,2
346,2014,2,Reprovado por Frequencia,0,36,3
346,2017,1,Reprovado,14,18,3
346,2016,1,Equivalencia curricular,-1,-1,4
346,2016,1,Equivalencia curricular,-1,-1,5
347,2014,2,Aprovado,95,0,1
347,2014,2,Aprovado,90,2,2
347,2014,2,Aprovado,93,0,3
347,2014,2,Aprovado,100,0,4
347,2014,2,Aprovado,67,0,5
348,2014,2,Aprovado,92,2,1
348,2014,2,Aprovado,94,0,2
348,2014,2,Aprovado,82,0,3
348,2014,2,Aprovado,100,0,4
348,2014,2,Aprovado,87,0,5
349,2014,2,Dispensado,-1,-1,1
349,2014,2,Dispensado,-1,-1,2
349,2014,2,Dispensado,-1,-1,3
349,2014,2,Dispensado,-1,-1,4
349,2014,2,Dispensado,-1,-1,5
350,2014,2,Aprovado,70,2,1
350,2014,2,Aprovado,85,2,2
350,2014,2,Aprovado,66,6,3
350,2014,2,Aprovado,97,4,4
350,2014,2,Aprovado,74,2,5
351,2014,2,Reprovado por Frequencia,25,34,1
351,2015,1,Reprovado por Frequencia,0,44,1
351,2015,2,Reprovado por Frequencia,0,62,1
351,2014,2,Reprovado por Frequencia,0,28,2
351,2014,2,Reprovado por Frequencia,30,34,3
351,2014,2,Reprovado por Frequencia,0,50,4
351,2014,2,Reprovado,11,14,5
352,2014,2,Aprovado,65,16,1
352,2014,2,Aprovado,80,10,2
352,2014,2,Aprovado,75,16,3
352,2014,2,Aprovado,77,10,4
352,2014,2,Reprovado,0,16,5
353,2014,2,Aprovado,89,2,1
353,2014,2,Reprovado,20,12,2
353,2015,1,Reprovado por Frequencia,0,47,2
353,2014,2,Aprovado,65,6,3
353,2014,2,Reprovado,42,12,4
353,2015,1,Reprovado por Frequencia,0,34,4
353,2014,2,Reprovado,20,10,5
354,2014,2,Aprovado,68,4,1
354,2014,2,Aprovado,82,0,2
354,2014,2,Aprovado,80,0,3
354,2014,2,Aprovado,96,0,4
354,2014,2,Aprovado,63,0,5
355,2014,2,Aprovado,94,16,1
355,2014,2,Reprovado,31,10,2
355,2014,2,Aprovado,62,16,3
355,2014,2,Reprovado,7,18,4
355,2016,1,Reprovado por Frequencia,1,28,4
355,2014,2,Reprovado,16,8,5
356,2014,2,Aprovado,63,8,1
356,2014,2,Reprovado,54,2,2
356,2015,1,Aprovado,61,4,2
356,2014,2,Aprovado,76,2,3
356,2014,2,Reprovado,50,0,4
356,2014,2,Reprovado,48,0,5
356,2015,1,Aprovado,63,0,5
357,2014,2,Aprovado,89,2,1
357,2014,2,Reprovado,15,4,2
357,2015,1,Reprovado por Frequencia,0,54,2
357,2017,1,Reprovado por Frequencia,0,43,2
357,2014,2,Aprovado,69,2,3
357,2014,2,Reprovado,51,4,4
357,2014,2,Reprovado,32,2,5
358,2014,2,Aprovado,90,16,1
358,2014,2,Reprovado,16,12,2
358,2015,1,Reprovado por Frequencia,5,24,2
358,2016,1,Reprovado por Frequencia,3,32,2
358,2014,2,Reprovado,51,14,3
358,2015,1,Aprovado,75,18,3
358,2014,2,Reprovado por Frequencia,9,28,4
358,2016,1,Reprovado por Frequencia,0,42,4
358,2014,2,Reprovado,14,8,5
359,2014,2,Aprovado,60,4,1
359,2014,2,Reprovado,26,0,2
359,2015,1,Reprovado,16,17,2
359,2016,1,Reprovado,19,18,2
359,2017,1,Aprovado,65,4,2
359,2014,2,Aprovado,68,2,3
359,2014,2,Reprovado,3,2,4
359,2017,1,Reprovado,13,0,4
359,2014,2,Reprovado,20,0,5
359,2015,1,Equivalencia curricular,-1,-1,5
360,2014,2,Aprovado,94,0,1
360,2014,2,Reprovado,39,0,2
360,2014,2,Aprovado,79,0,3
360,2014,2,Aprovado,65,2,4
360,2014,2,Aprovado,60,0,5
